"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"JSWSTEEL","JSW Steel Limited","7(2)","Sahyog Holdings Private Limited","Promoter Group","Equity Shares","112067860","4.64",,"6050000","1176422500","Pledge Revoke","Equity Shares","112067860","4.64","02-Jul-2020","02-Jul-2020","06-Jul-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","08-Jul-2020 09:19","https://archives.nseindia.com/corporate/xbrl/IT_1074964_275591_08072020091931_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JSW Techno Projects Management Limited","Promoter Group","Equity Shares","264454220","10.94",,"1690000","222082000","Pledge Revoke","Equity Shares","264454220","10.94","02-Jul-2020","02-Jul-2020","06-Jul-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","08-Jul-2020 09:19","https://archives.nseindia.com/corporate/xbrl/IT_1074964_275591_08072020091931_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","Glebe Trading Private Limited","Promoter Group","Equity Shares","17157930","0.71",,"81500","15851750","Pledge Revoke","Equity Shares","17157930","0.71","02-Jul-2020","02-Jul-2020","06-Jul-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","08-Jul-2020 09:19","https://archives.nseindia.com/corporate/xbrl/IT_1074964_275591_08072020091931_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","Mr. Paramjit Guron","Employees/Designated Employees","Equity Shares","Nil","0",,"26010","4783499","Buy","Equity Shares","26010","0","20-Apr-2020","20-Apr-2020","07-Jul-2020","Market Purchase","-","-","0","0","0","0","NSE","-","08-Jul-2020 09:19","https://archives.nseindia.com/corporate/xbrl/IT_1074964_275591_08072020091931_WEB.xml"
"ZEEMEDIA","Zee Media Corporation Limited","7(2)","Arm Infra & Utilities Private Limited","Promoters","Equity Shares","97280327","20.66",,"4400000","28820000","Pledge Invoke","Equity Shares","92880327","19.73","03-Jul-2020","07-Jul-2020","07-Jul-2020","Invocation of pledge","-","-","0","0","0","0","NA","-","07-Jul-2020 23:19","https://archives.nseindia.com/corporate/xbrl/IT_1074962_275580_07072020111900_WEB.xml"
"NAM-INDIA","Nippon Life India Asset Management Limited","7(2)","Saugata Chatterjee","Employees/Designated Employees","Equity Shares","5059","0",,"5000","1021250","Buy","Equity Shares","10059","0","06-Jul-2020","06-Jul-2020","07-Jul-2020","ESOP","-","-","0","0","0","0","NA","-","07-Jul-2020 21:45","https://archives.nseindia.com/corporate/xbrl/IT_1074960_275568_07072020094547_WEB.xml"
"NAM-INDIA","Nippon Life India Asset Management Limited","7(2)","Manish Gunwani","Employees/Designated Employees","Equity Shares","Nil","0",,"5000","1012500","Buy","Equity Shares","5000","0","06-Jul-2020","06-Jul-2020","07-Jul-2020","ESOP","-","-","0","0","0","0","NA","-","07-Jul-2020 21:45","https://archives.nseindia.com/corporate/xbrl/IT_1074960_275568_07072020094547_WEB.xml"
"CAMLINFINE","Camlin Fine Sciences Limited","7(3)","INFINITY HOLDINGS","-","Equity Shares","Nil","0",,"663586","37218433","Buy","Equity Shares","663586","0.55","06-Jul-2020","07-Jul-2020","07-Jul-2020","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","07-Jul-2020 20:58","https://archives.nseindia.com/corporate/xbrl/IT_1074958_275552_07072020085817_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Sudhakar Shanbhag","Employees/Designated Employees","Equity Shares","172026","0.01",,"1318","1468246","Buy","Equity Shares","173344","0.01","06-Jul-2020","06-Jul-2020","07-Jul-2020","ESOP","-","-","0","0","0","0","NA","-","07-Jul-2020 20:01","https://archives.nseindia.com/corporate/xbrl/IT_1074956_275524_07072020080138_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Jaimin bhatt","Key Managerial Personnel","Equity Shares","1275200","0.06",,"10000","10046562","Buy","Equity Shares","1285200","0.06","06-Jul-2020","06-Jul-2020","07-Jul-2020","ESOP","-","-","0","0","0","0","NA","-","07-Jul-2020 20:01","https://archives.nseindia.com/corporate/xbrl/IT_1074956_275524_07072020080138_WEB.xml"
"SEQUENT","Sequent Scientific Limited","7(2)","Agnus Holdings Private Limited","Promoters","Equity Shares","55023639","22.15",,"3991815","376228564","Buy","Equity Shares","59015454","23.76","02-Jul-2020","02-Jul-2020","04-Jul-2020","Inter-se-Transfer","-","-","0","0","0","0","BSE","-","07-Jul-2020 19:11","https://archives.nseindia.com/corporate/xbrl/IT_1074954_275497_07072020071102_WEB.xml"
"SEQUENT","Sequent Scientific Limited","7(2)","Agnus Holdings Private Limited","Promoters","Equity Shares","52323639","21.07",,"2700000","254610000","Buy","Equity Shares","55023639","22.15","02-Jul-2020","02-Jul-2020","04-Jul-2020","Inter-se-Transfer","-","-","0","0","0","0","NSE","-","07-Jul-2020 19:11","https://archives.nseindia.com/corporate/xbrl/IT_1074954_275497_07072020071102_WEB.xml"
"SEQUENT","Sequent Scientific Limited","7(2)","Chayadeep Properties Private Limited","Promoters","Equity Shares","5380555","2.17",,"2700000","254610000","Sell","Equity Shares","2680555","1.08","02-Jul-2020","02-Jul-2020","04-Jul-2020","Inter-se-Transfer","-","-","0","0","0","0","NSE","-","07-Jul-2020 19:11","https://archives.nseindia.com/corporate/xbrl/IT_1074954_275497_07072020071102_WEB.xml"
"SEQUENT","Sequent Scientific Limited","7(2)","Chayadeep Ventures LLP","Promoters","Equity Shares","12310065","4.96",,"3991815","376228564","Sell","Equity Shares","8318250","3.35","02-Jul-2020","02-Jul-2020","04-Jul-2020","Inter-se-Transfer","-","-","0","0","0","0","BSE","-","07-Jul-2020 19:11","https://archives.nseindia.com/corporate/xbrl/IT_1074954_275497_07072020071102_WEB.xml"
"MEP","MEP Infrastructure Developers Limited","7(2)","A J Tolls Private Limited","Promoter Group","Equity Shares","30494432","16.62",,"1000000","19000000","Pledge","Equity Shares","30494432","16.62","02-Jul-2020","02-Jul-2020","03-Jul-2020","Pledge Creation","-","-","0","0","0","0","NA","-","07-Jul-2020 19:03","https://archives.nseindia.com/corporate/xbrl/IT_1074953_275491_07072020070343_WEB.xml"
"BAJAJELEC","Bajaj Electricals Limited","7(2)","Baroda Industries Private Limited","Promoter Group","Equity Shares","770000","0.75",,"205248","63626880","Buy","Equity Shares","975248","0.86","13-Mar-2020","13-Mar-2020","03-Jul-2020","Public Right","-","-","0","0","0","0","NA","-","07-Jul-2020 18:14","https://archives.nseindia.com/corporate/xbrl/IT_1074951_275461_07072020061417_WEB.xml"
"BAJAJELEC","Bajaj Electricals Limited","7(2)","Hercules Hoists Limited","Promoter Group","Equity Shares","554937","0.54",,"69659","21594290","Buy","Equity Shares","624596","0.55","13-Mar-2020","13-Mar-2020","03-Jul-2020","Public Right","-","-","0","0","0","0","NA","-","07-Jul-2020 18:14","https://archives.nseindia.com/corporate/xbrl/IT_1074951_275461_07072020061417_WEB.xml"
"BAJAJELEC","Bajaj Electricals Limited","7(2)","Shekhar Holdings Private Limited","Promoter Group","Equity Shares","480000","0.47",,"60253","18678430","Buy","Equity Shares","540253","0.47","13-Mar-2020","13-Mar-2020","03-Jul-2020","Public Right","-","-","0","0","0","0","NA","-","07-Jul-2020 18:14","https://archives.nseindia.com/corporate/xbrl/IT_1074951_275461_07072020061417_WEB.xml"
"BAJAJELEC","Bajaj Electricals Limited","7(2)","Rahul Securities Private Limited","Promoter Group","Equity Shares","415000","0.4",,"52093","16148830","Buy","Equity Shares","467093","0.41","13-Mar-2020","13-Mar-2020","03-Jul-2020","Public Right","-","-","0","0","0","0","NA","-","07-Jul-2020 18:14","https://archives.nseindia.com/corporate/xbrl/IT_1074951_275461_07072020061417_WEB.xml"
"BAJAJELEC","Bajaj Electricals Limited","7(2)","Bachhraj Factories Private Limited","Promoter Group","Equity Shares","95000","0.09",,"10466","3244460","Buy","Equity Shares","105466","0.09","13-Mar-2020","13-Mar-2020","03-Jul-2020","Public Right","-","-","0","0","0","0","NA","-","07-Jul-2020 18:14","https://archives.nseindia.com/corporate/xbrl/IT_1074951_275461_07072020061417_WEB.xml"
"BAJAJELEC","Bajaj Electricals Limited","7(2)","Vanraj Bajaj (Minor)","Promoter Group","Equity Shares","Nil","0",,"1843556","708386393","Buy","Equity Shares","1843556","1.62","03-Jul-2020","03-Jul-2020","03-Jul-2020","Others","-","-","0","0","0","0","NA","-","07-Jul-2020 18:14","https://archives.nseindia.com/corporate/xbrl/IT_1074951_275461_07072020061417_WEB.xml"
"BAJAJELEC","Bajaj Electricals Limited","7(2)","Vanraj Bajaj (Minor)","Promoter Group","Equity Shares","1843556","1.62",,"1843556","708386393","Pledge Invoke","Equity Shares","Nil","1.62","03-Jul-2020","03-Jul-2020","03-Jul-2020","Pledge Creation","-","-","0","0","0","0","NA","-","07-Jul-2020 18:14","https://archives.nseindia.com/corporate/xbrl/IT_1074951_275461_07072020061417_WEB.xml"
"BAJAJELEC","Bajaj Electricals Limited","7(2)","ANANT BAJAJ","Promoter Group","Equity Shares","5530667","4.86",,"1843556","708386393","Sell","Equity Shares","3687111","3.24","03-Jul-2020","03-Jul-2020","07-Jul-2020","Others","-","-","0","0","0","0","NA","-","07-Jul-2020 18:14","https://archives.nseindia.com/corporate/xbrl/IT_1074951_275461_07072020061417_WEB.xml"
"BAJAJELEC","Bajaj Electricals Limited","7(2)","KIRAN BAJAJ","Promoter Group","Equity Shares","5252819","5.13",,"659360","204401600","Buy","Equity Shares","5912179","5.2","13-Mar-2020","13-Mar-2020","03-Jul-2020","Public Right","-","-","0","0","0","0","NA","-","07-Jul-2020 18:14","https://archives.nseindia.com/corporate/xbrl/IT_1074951_275461_07072020061417_WEB.xml"
"BAJAJELEC","Bajaj Electricals Limited","7(2)","ANANT BAJAJ","Promoter Group","Equity Shares","4981823","4.86",,"548844","170141640","Buy","Equity Shares","5530667","4.86","13-Mar-2020","13-Mar-2020","03-Jul-2020","Public Right","-","-","0","0","0","0","NA","-","07-Jul-2020 18:14","https://archives.nseindia.com/corporate/xbrl/IT_1074951_275461_07072020061417_WEB.xml"
"BAJAJELEC","Bajaj Electricals Limited","7(2)","SHEKHAR BAJAJ","Promoters","Equity Shares","2500735","2.44",,"313904","97310240","Buy","Equity Shares","2814639","2.47","13-Mar-2020","13-Mar-2020","03-Jul-2020","Public Right","-","-","0","0","0","0","NA","-","07-Jul-2020 18:14","https://archives.nseindia.com/corporate/xbrl/IT_1074951_275461_07072020061417_WEB.xml"
"BAJAJELEC","Bajaj Electricals Limited","7(2)","RAHUL BAJAJ","Promoters","Equity Shares","2092580","2.04",,"262672","81428320","Buy","Equity Shares","2355252","2.07","13-Mar-2020","13-Mar-2020","03-Jul-2020","Public Right","-","-","0","0","0","0","NA","-","07-Jul-2020 18:14","https://archives.nseindia.com/corporate/xbrl/IT_1074951_275461_07072020061417_WEB.xml"
"BAJAJELEC","Bajaj Electricals Limited","7(2)","NIRAJ BAJAJ","Promoters","Equity Shares","1893235","1.85",,"237647","73670570","Buy","Equity Shares","2130882","1.87","13-Mar-2020","13-Mar-2020","03-Jul-2020","Public Right","-","-","0","0","0","0","NA","-","07-Jul-2020 18:14","https://archives.nseindia.com/corporate/xbrl/IT_1074951_275461_07072020061417_WEB.xml"
"BAJAJELEC","Bajaj Electricals Limited","7(2)","Niravnayan Trust","Promoters","Equity Shares","466200","0.45",,"58521","18141510","Buy","Equity Shares","524721","0.46","13-Mar-2020","13-Mar-2020","03-Jul-2020","Public Right","-","-","0","0","0","0","NA","-","07-Jul-2020 18:14","https://archives.nseindia.com/corporate/xbrl/IT_1074951_275461_07072020061417_WEB.xml"
"BAJAJELEC","Bajaj Electricals Limited","7(2)","NEELIMA BAJAJ SWAMY","Promoter Group","Equity Shares","900000","0.88",,"112973","35021630","Buy","Equity Shares","1012973","0.89","13-Mar-2020","13-Mar-2020","03-Jul-2020","Public Right","-","-","0","0","0","0","NA","-","07-Jul-2020 18:14","https://archives.nseindia.com/corporate/xbrl/IT_1074951_275461_07072020061417_WEB.xml"
"BAJAJELEC","Bajaj Electricals Limited","7(2)","MADHUR BAJAJ","Promoters","Equity Shares","815035","0.8",,"102307","31715170","Buy","Equity Shares","917342","0.81","13-Mar-2020","13-Mar-2020","03-Jul-2020","Public Right","-","-","0","0","0","0","NA","-","07-Jul-2020 18:14","https://archives.nseindia.com/corporate/xbrl/IT_1074951_275461_07072020061417_WEB.xml"
"BAJAJELEC","Bajaj Electricals Limited","7(2)","MINAL BAJAJ","Promoter Group","Equity Shares","617200","0.6",,"77474","24016940","Buy","Equity Shares","694674","0.61","13-Mar-2020","13-Mar-2020","03-Jul-2020","Public Right","-","-","0","0","0","0","NA","-","07-Jul-2020 18:14","https://archives.nseindia.com/corporate/xbrl/IT_1074951_275461_07072020061417_WEB.xml"
"BAJAJELEC","Bajaj Electricals Limited","7(2)","GEETIKA BAJAJ","Promoter Group","Equity Shares","608346","0.59",,"76363","23672530","Buy","Equity Shares","684709","0.6","13-Mar-2020","13-Mar-2020","03-Jul-2020","Public Right","-","-","0","0","0","0","NA","-","07-Jul-2020 18:14","https://archives.nseindia.com/corporate/xbrl/IT_1074951_275461_07072020061417_WEB.xml"
"BAJAJELEC","Bajaj Electricals Limited","7(2)","NIMISHA JAIPURIA","Promoter Group","Equity Shares","558000","0.54",,"70043","21713330","Buy","Equity Shares","628043","0.55","13-Mar-2020","13-Mar-2020","03-Jul-2020","Public Right","-","-","0","0","0","0","NA","-","07-Jul-2020 18:14","https://archives.nseindia.com/corporate/xbrl/IT_1074951_275461_07072020061417_WEB.xml"
"BAJAJELEC","Bajaj Electricals Limited","7(2)","Sunaina Kejriwal","Promoter Group","Equity Shares","265325","0.26",,"33305","10324550","Buy","Equity Shares","298630","0.26","13-Mar-2020","13-Mar-2020","03-Jul-2020","Public Right","-","-","0","0","0","0","NA","-","07-Jul-2020 18:14","https://archives.nseindia.com/corporate/xbrl/IT_1074951_275461_07072020061417_WEB.xml"
"BAJAJELEC","Bajaj Electricals Limited","7(2)","Niravnayan Bajaj","Promoter Group","Equity Shares","251000","0.24",,"31507","9767170","Buy","Equity Shares","282507","0.25","13-Mar-2020","13-Mar-2020","03-Jul-2020","Public Right","-","-","0","0","0","0","NA","-","07-Jul-2020 18:14","https://archives.nseindia.com/corporate/xbrl/IT_1074951_275461_07072020061417_WEB.xml"
"BAJAJELEC","Bajaj Electricals Limited","7(2)","KUMUD BAJAJ","Promoter Group","Equity Shares","190200","0.19",,"23876","7401560","Buy","Equity Shares","214076","0.19","13-Mar-2020","13-Mar-2020","03-Jul-2020","Public Right","-","-","0","0","0","0","NA","-","07-Jul-2020 18:14","https://archives.nseindia.com/corporate/xbrl/IT_1074951_275461_07072020061417_WEB.xml"
"BAJAJELEC","Bajaj Electricals Limited","7(2)","Pooja Bajaj","Promoter Group","Equity Shares","130000","0.13",,"16319","5058890","Buy","Equity Shares","146319","0.13","13-Mar-2020","13-Mar-2020","03-Jul-2020","Public Right","-","-","0","0","0","0","NA","-","07-Jul-2020 18:14","https://archives.nseindia.com/corporate/xbrl/IT_1074951_275461_07072020061417_WEB.xml"
"BAJAJELEC","Bajaj Electricals Limited","7(2)","Suman Jain","Promoter Group","Equity Shares","99645","0.1",,"11055","3427050","Buy","Equity Shares","110700","0.1","13-Mar-2020","13-Mar-2020","03-Jul-2020","Public Right","-","-","0","0","0","0","NA","-","07-Jul-2020 18:14","https://archives.nseindia.com/corporate/xbrl/IT_1074951_275461_07072020061417_WEB.xml"
"BAJAJELEC","Bajaj Electricals Limited","7(2)","Kriti Bajaj","Promoter Group","Equity Shares","90000","0.09",,"11297","3502070","Buy","Equity Shares","101297","0.09","13-Mar-2020","13-Mar-2020","03-Jul-2020","Public Right","-","-","0","0","0","0","NA","-","07-Jul-2020 18:14","https://archives.nseindia.com/corporate/xbrl/IT_1074951_275461_07072020061417_WEB.xml"
"BAJAJELEC","Bajaj Electricals Limited","7(2)","Shefali Bajaj","Promoter Group","Equity Shares","30000","0.03",,"3767","1167770","Buy","Equity Shares","33767","0.03","13-Mar-2020","13-Mar-2020","03-Jul-2020","Public Right","-","-","0","0","0","0","NA","-","07-Jul-2020 18:14","https://archives.nseindia.com/corporate/xbrl/IT_1074951_275461_07072020061417_WEB.xml"
"BAJAJELEC","Bajaj Electricals Limited","7(2)","Jamnalal Sons Private Limited","Promoter Group","Equity Shares","20172830","19.68",,"2222430","688953300","Buy","Equity Shares","22395260","19.69","13-Mar-2020","13-Mar-2020","03-Jul-2020","Public Right","-","-","0","0","0","0","NA","-","07-Jul-2020 18:14","https://archives.nseindia.com/corporate/xbrl/IT_1074951_275461_07072020061417_WEB.xml"
"BAJAJELEC","Bajaj Electricals Limited","7(2)","Bajaj Holdings & Investment Limited","Promoter Group","Equity Shares","16697840","16.29",,"2096000","649760000","Buy","Equity Shares","18793840","16.52","13-Mar-2020","13-Mar-2020","03-Jul-2020","Public Right","-","-","0","0","0","0","NA","-","07-Jul-2020 18:14","https://archives.nseindia.com/corporate/xbrl/IT_1074951_275461_07072020061417_WEB.xml"
"BAJAJELEC","Bajaj Electricals Limited","7(2)","Hind Musafir Agency Limited","Promoter Group","Equity Shares","1258000","1.23",,"30000","9300000","Buy","Equity Shares","1288000","1.13","13-Mar-2020","13-Mar-2020","03-Jul-2020","Public Right","-","-","0","0","0","0","NA","-","07-Jul-2020 18:14","https://archives.nseindia.com/corporate/xbrl/IT_1074951_275461_07072020061417_WEB.xml"
"BAJAJELEC","Bajaj Electricals Limited","7(2)","Bajaj International Private Limited","Promoter Group","Equity Shares","800000","0.78",,"100421","31130510","Buy","Equity Shares","900421","0.79","13-Mar-2020","13-Mar-2020","03-Jul-2020","Public Right","-","-","0","0","0","0","NA","-","07-Jul-2020 18:14","https://archives.nseindia.com/corporate/xbrl/IT_1074951_275461_07072020061417_WEB.xml"
"BAJAJELEC","Bajaj Electricals Limited","7(2)","Geetika Trust No. 2","Promoter Group","Equity Shares","1210000","1.18",,"151885","47084350","Buy","Equity Shares","1361885","1.2","13-Mar-2020","13-Mar-2020","03-Jul-2020","Public Right","-","-","0","0","0","0","NA","-","07-Jul-2020 18:14","https://archives.nseindia.com/corporate/xbrl/IT_1074951_275461_07072020061417_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Dinesh Sharma","Employees/Designated Employees","Equity Shares","400","0",,"400","1605446","Sell","Equity Shares","Nil","0","29-Jun-2020","29-Jun-2020","05-Jul-2020","Market Sale","-","-","0","0","0","0","BSE","-","07-Jul-2020 18:01","https://archives.nseindia.com/corporate/xbrl/IT_1074950_275447_07072020060126_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Sridhar Desikan","Employees/Designated Employees","Equity Shares","712","0",,"712","2815964","Sell","Equity Shares","Nil","0","30-Jun-2020","30-Jun-2020","06-Jul-2020","Market Sale","-","-","0","0","0","0","NSE","-","07-Jul-2020 18:01","https://archives.nseindia.com/corporate/xbrl/IT_1074950_275447_07072020060126_WEB.xml"
"ADANIENT","Adani Enterprises Limited","7(2)","Gautam S Adani / Rajesh S Adani (on behalf of S.B. Adani Family Trust)","Promoter Group","Equity Shares","621197910","56.48",,"11175000","178800000000","Pledge Revoke","Equity Shares","621197910","56.48","04-Jul-2020","04-Jul-2020","06-Jul-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","07-Jul-2020 17:55","https://archives.nseindia.com/corporate/xbrl/IT_1074948_275430_07072020055504_WEB.xml"
